pattern_id	w0	w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	query
p201821	-0.00578	-0.02033	0.00302	-0.03860	0.09214	-0.03267	-0.01224	0.04631	-0.00498	-0.01778	0.00045	-0.07770	-0.01738	-0.00187	0.01187	-0.02401	0.05561	-0.02927	-0.00824	0.01551	-0.03175	-0.01562	0.01064	0.01236	-0.00528	0.00089	-0.01562	0.00987	0.01793	-0.01381	0.01564	-0.00564	-0.01300	-0.00147	-0.03426	0.04093	-0.02606	0.00222	-0.00800	0.02349	-0.03385	-0.03956	-0.01019	-0.01675	-0.03302	0.02006	-0.00056	-0.01413	0.06528	-0.01464	0.00601	-0.03055	-0.04293	-0.00702	-0.00563	0.01074	0.09008	0.00770	-0.04175	0.07212	0.01696	-0.00841	0.04552	-0.04159	(Location $e0 here)
p201822	-0.00745	-0.00142	0.02565	-0.03269	0.01116	0.00232	0.01399	0.00671	-0.01979	-0.01608	-0.02144	-0.00988	-0.02091	0.00070	0.02139	-0.03475	0.02244	-0.01182	0.01698	-0.02334	-0.00056	0.00207	0.01124	0.00115	-0.00471	0.01153	-0.00484	-0.02914	0.01654	-0.03576	0.03996	-0.03163	0.02421	0.00095	-0.02479	-0.00644	-0.03477	-0.02634	-0.01345	-0.00669	-0.01886	-0.02992	-0.01628	-0.02118	-0.02760	0.02630	-0.00772	0.02936	0.00567	-0.00315	0.00688	-0.00445	-0.01525	-0.01593	-0.01531	0.01637	0.03498	-0.00273	0.00245	0.00825	-0.00690	0.02260	0.01886	0.01008	(Measure $e0 duration <num> year)
p201823	-0.00098	0.00208	-0.05552	-0.05412	0.10683	-0.01660	-0.01736	0.07322	0.01840	-0.01312	0.02128	0.09821	0.02136	-0.00402	-0.01005	-0.01693	0.04357	-0.01371	-0.05146	0.02610	-0.03549	-0.03922	-0.04455	0.03925	0.03028	-0.00035	-0.03088	0.00466	-0.02788	0.02039	0.00375	0.04070	-0.02589	0.02333	0.00857	0.10046	-0.01377	0.01207	0.04333	0.05851	-0.09524	0.03281	-0.01366	-0.01439	-0.01923	0.02548	-0.04760	-0.00170	-0.01186	-0.04602	-0.00971	-0.01905	-0.11863	-0.01339	-0.00221	0.03433	-0.01382	-0.02626	-0.04758	-0.03047	-0.01195	-0.00572	-0.00120	-0.00368	(Member $e0 become)
p201824	0.00698	-0.17777	0.06451	-0.00055	-0.09497	-0.16153	-0.06355	0.21207	0.06347	0.01373	-0.15599	0.09463	-0.10637	0.30187	0.03413	-0.13654	-0.17769	0.01425	-0.00759	-0.01828	0.12083	0.30088	-0.09864	0.36604	-0.00421	0.01088	0.31191	-0.00673	-0.12729	-0.01081	-0.12807	-0.08517	0.23472	0.14914	-0.15946	-0.18320	-0.01656	0.35243	-0.06774	-0.00202	-0.09888	0.07885	-0.09800	-0.20012	-0.08575	-0.04435	-0.09846	-0.07882	0.23377	-0.13267	-0.02504	0.26585	-0.00181	0.07438	0.00507	0.39465	-0.02232	-0.00684	-0.13286	-0.00521	0.19469	0.00918	-0.01773	-0.14617	(Member $e0 contain)
p201825	-0.02588	-0.02654	-0.01403	-0.04350	-0.02646	-0.04168	-0.00443	-0.02942	0.00898	-0.00511	0.06725	-0.00431	-0.04168	-0.00699	0.00859	-0.01509	-0.03015	-0.00139	-0.01548	0.01087	0.03598	0.01638	0.02102	0.00117	-0.00092	-0.00340	0.00686	-0.01160	0.00624	0.01736	0.08759	-0.01921	-0.05744	0.03234	0.02195	0.04518	0.03582	0.01985	-0.05239	-0.01207	-0.03803	0.05272	-0.01305	0.01690	0.03515	0.01319	0.06484	0.01561	0.00296	-0.04679	0.01002	0.10332	0.01591	-0.00258	0.08009	-0.07134	-0.03596	0.04463	-0.04087	-0.05906	-0.01164	0.15620	-0.04906	-0.00659	(Member $e0 eat)
p201826	0.07535	0.02374	0.04804	0.03551	-0.05392	0.00033	-0.01525	0.02403	0.01447	0.00406	-0.00348	0.00907	-0.01027	0.00651	0.00734	0.01438	0.01075	0.02260	0.00717	0.01007	-0.02687	-0.00966	0.00034	-0.03991	-0.00740	0.01077	-0.01850	0.00540	0.01611	0.00184	-0.01569	-0.00011	0.00183	-0.01566	0.00945	-0.01852	-0.03766	0.02611	0.00742	-0.00334	0.01812	-0.01172	0.00964	-0.00904	0.00159	-0.02977	-0.01298	-0.02014	0.01506	0.00947	-0.00154	-0.03987	-0.04094	-0.01465	0.05152	0.01708	-0.01414	0.01530	-0.01748	0.01581	-0.01033	-0.01331	-0.01673	-0.02064	(Member $e0 look)
p201827	0.00557	-0.04403	0.09104	-0.00986	0.07533	0.00650	0.03325	0.09481	0.00628	0.00260	0.01757	-0.07188	-0.01535	0.00641	-0.01486	0.10136	-0.03270	-0.01272	-0.01221	-0.03886	-0.03612	-0.04860	-0.03596	-0.05561	-0.00593	0.03044	0.03944	-0.01221	-0.02088	0.02808	-0.00853	-0.03498	0.01749	-0.04929	-0.02032	-0.06431	-0.00863	-0.05805	0.08500	0.00140	0.00731	0.03659	0.00376	-0.02415	-0.02639	-0.00431	-0.03573	-0.01814	-0.02845	0.04940	-0.03679	0.02898	0.06376	0.00500	-0.01191	-0.01574	-0.04970	-0.00374	0.04694	0.03823	-0.02750	0.01150	-0.06053	0.04894	(Member $e0 provide)
p201828	0.01414	0.00762	0.06176	-0.00216	0.01120	0.04997	-0.01086	0.04549	0.01857	0.00358	-0.00580	-0.03962	-0.03257	-0.02339	0.00302	-0.04008	0.00264	-0.03468	-0.01946	0.00041	-0.01751	-0.00149	-0.00353	0.07907	0.06263	0.00456	-0.04730	-0.01941	-0.00138	-0.04901	-0.01089	-0.00491	-0.02329	0.01450	0.01547	0.05347	0.00941	-0.04023	-0.01047	-0.02706	0.01752	0.00619	0.01732	0.02164	-0.04015	-0.00333	-0.03391	-0.02152	-0.01245	0.00264	0.00865	0.00015	0.01998	0.01753	-0.01408	0.00156	0.02472	0.00674	-0.02762	-0.00578	-0.00210	0.02577	0.03351	-0.00046	(Member $e0 say)
p201829	-0.00489	0.00971	0.05838	0.05064	-0.06195	-0.03960	0.01383	-0.02630	0.01616	0.05958	-0.04748	0.03348	-0.05235	0.02365	0.04478	-0.03179	-0.04068	-0.00505	-0.04388	0.07062	-0.01515	0.00387	-0.02118	-0.06244	0.00196	0.02757	-0.04566	-0.01624	0.04499	-0.02792	0.00185	-0.00696	0.00924	-0.04990	0.03499	0.02862	0.23388	0.02233	-0.04777	0.01711	0.06686	-0.03829	-0.03710	-0.05522	-0.03327	-0.07957	-0.03476	-0.05745	-0.00584	0.06800	-0.00012	0.01094	0.05191	0.03922	-0.00837	-0.05237	-0.01509	-0.03012	0.08188	0.03993	-0.10770	0.00491	-0.04963	-0.00352	(Member $e0 stand)
p201830	-0.00889	0.03959	0.08368	0.03502	-0.02578	0.09828	-0.02049	0.26401	0.00690	0.06390	-0.00464	-0.00459	0.30543	0.01632	-0.04429	0.15431	0.12464	-0.01593	0.05199	-0.07561	-0.10284	0.07763	-0.18732	-0.15039	-0.00464	-0.01155	-0.16299	-0.00708	-0.01693	0.06549	0.13123	0.07055	-0.10549	-0.00229	0.28968	-0.11131	0.17149	-0.05566	-0.13307	0.00784	-0.00432	-0.03253	-0.02815	-0.05704	-0.10384	-0.06685	0.29967	-0.03387	0.07586	-0.05338	0.06310	-0.01790	-0.11645	-0.02266	-0.00854	0.14837	-0.06058	-0.01161	0.12138	0.03641	0.24097	-0.19879	-0.08782	-0.04745	(Member $e0 stop)
p201831	-0.01262	0.03247	-0.09136	-0.11126	0.05944	0.10955	-0.04931	0.01725	0.00920	0.05993	-0.06635	-0.05415	0.15342	0.06296	0.05203	0.04826	-0.00433	-0.09057	-0.01808	0.17145	0.23551	0.04062	-0.02507	0.09439	0.00202	0.06511	-0.01129	0.05594	0.03906	0.05009	0.03214	-0.00240	-0.07330	-0.02605	0.01835	-0.05683	-0.01362	-0.03440	-0.01692	0.00357	0.05333	0.05086	0.01420	-0.06095	-0.04843	0.07734	-0.00284	-0.09532	0.10034	-0.01644	-0.04684	-0.08822	-0.05251	0.00603	-0.00273	-0.03260	-0.06923	0.01964	-0.09708	-0.00328	-0.11152	-0.01486	-0.03669	-0.02791	(Member $e0 swim)
p201832	-0.02292	-0.03390	-0.03304	-0.03816	-0.05512	0.05194	-0.01637	-0.07680	-0.03802	0.01733	0.01055	0.10369	-0.02289	-0.03184	-0.00810	-0.06864	-0.02439	-0.01505	0.01744	-0.00642	0.01989	0.00923	0.04405	-0.04332	-0.00021	0.04609	0.21031	0.06064	-0.09294	-0.03689	-0.03687	0.01455	-0.00205	0.04919	0.21830	0.07420	-0.04496	-0.03628	0.03605	-0.01586	0.01175	-0.03058	0.00427	0.00669	0.00318	0.01422	-0.05740	0.09642	-0.09551	-0.05979	-0.12104	-0.01056	-0.05553	-0.02493	0.01931	-0.02368	-0.07673	-0.00072	-0.02388	-0.13854	0.08832	0.00485	0.08016	0.06210	(Member $e0 travel)
p201833	0.01031	-0.01718	-0.01222	-0.02094	-0.02721	0.03409	0.01661	0.00495	-0.02415	-0.01373	-0.02279	0.02200	-0.00046	-0.00457	-0.00147	-0.02242	0.00088	0.01752	0.01618	-0.02608	0.01533	-0.00803	0.00389	0.00083	-0.00759	-0.01064	-0.01330	-0.01600	0.02850	-0.02804	0.00185	-0.02134	0.02674	0.00186	-0.00176	0.00241	-0.02491	-0.02014	0.00941	-0.00776	-0.00831	-0.01401	-0.00944	-0.01002	-0.02142	0.01610	-0.00799	0.05420	0.00415	-0.00094	-0.00692	0.03164	-0.00518	-0.01097	-0.01273	0.01870	-0.00548	-0.02757	0.00593	0.00025	-0.02608	0.01160	0.00371	0.00177	(Member $e0 want)
p201834	0.00727	-0.02302	-0.05046	-0.01514	0.04188	0.01557	0.00754	0.08257	-0.02024	-0.01353	-0.01556	0.02078	-0.01342	0.05420	0.02240	-0.05056	-0.02488	0.01330	0.01169	0.01222	-0.05435	0.00244	0.03714	0.00676	-0.01748	-0.00397	0.00042	0.02527	0.00202	0.00753	0.03966	0.05153	-0.04700	-0.03208	-0.02428	-0.00028	-0.01838	-0.01431	0.00357	-0.00776	-0.01300	-0.02114	0.05637	-0.05911	-0.02433	-0.00753	-0.02804	0.06199	-0.00997	0.04507	-0.00383	-0.02387	0.01225	0.01632	-0.00524	-0.02088	-0.01098	0.03302	-0.05163	-0.01561	0.04685	0.02468	0.04611	0.05963	(Member $x0 bad)
p201835	-0.00396	-0.01561	-0.01684	0.01164	-0.02472	-0.02296	-0.00012	-0.00522	-0.00840	-0.00556	-0.00256	0.01289	-0.00866	0.02385	-0.00975	0.00555	0.00146	-0.00122	-0.01649	-0.00236	0.00406	0.00242	-0.01002	-0.00606	-0.00621	0.00621	-0.02520	0.00286	0.00924	0.01838	0.00887	-0.00474	-0.00126	-0.02214	0.01946	-0.02366	0.01467	0.03510	0.00449	0.06035	0.00904	0.02869	0.00285	-0.03570	-0.03212	-0.01648	-0.00596	-0.01851	-0.00315	0.02329	0.00898	-0.01650	-0.02497	-0.00847	-0.00223	0.01831	-0.02107	-0.02722	-0.00873	-0.00340	-0.01242	0.00117	0.01306	0.04878	(Member $x0 bank)
p201836	0.00675	-0.01490	0.04991	0.02655	0.04077	-0.01329	-0.00652	-0.03903	-0.00126	-0.00779	-0.00938	0.03164	0.01632	-0.01228	-0.00889	0.00802	-0.03411	-0.01989	-0.00438	-0.01930	0.05814	0.01070	-0.03803	-0.03753	-0.00357	-0.00293	-0.05149	-0.00174	0.05983	-0.01770	-0.04036	-0.02351	0.00446	0.04895	0.04737	0.02407	-0.02071	0.03138	-0.00486	0.00254	-0.02805	-0.00262	-0.01795	0.00516	0.00888	0.02984	-0.00945	-0.00725	-0.01007	0.02443	0.04950	0.01710	0.06649	-0.01142	-0.00105	-0.02399	0.01049	-0.01248	-0.01377	-0.01569	0.04885	-0.01471	-0.03361	-0.00735	(Member $x0 black)
p201837	-0.02536	0.06092	0.08838	-0.00305	0.02752	-0.05909	-0.00008	0.02288	0.04657	-0.00767	0.01334	-0.02067	0.00742	-0.07568	0.01762	-0.04086	0.04219	-0.06085	0.03008	0.01052	0.07192	-0.00279	-0.02179	-0.04182	0.00113	0.01111	0.14607	-0.02170	0.02433	0.18543	-0.04730	-0.03019	-0.02823	0.02216	-0.11141	-0.01142	0.05178	-0.01894	-0.04645	0.00311	-0.01376	-0.05437	-0.04725	0.11818	0.07975	-0.00139	0.03059	0.12811	-0.00357	-0.07631	-0.08904	-0.01107	0.00834	-0.02108	0.00760	-0.02076	-0.01458	0.00785	0.08023	0.02172	0.02142	-0.05324	0.16952	0.03981	(Member $x0 blue)
p201838	-0.00441	-0.00398	-0.01479	0.02896	-0.01480	-0.00281	0.00013	0.00842	0.00414	-0.00814	-0.00514	0.01310	0.00651	0.00045	-0.00346	0.00305	-0.00852	-0.00326	0.00818	-0.00668	-0.00281	0.00508	-0.00901	0.00365	-0.00578	-0.00201	-0.00296	-0.00085	0.00504	0.00814	-0.01022	-0.00185	-0.00082	0.01713	0.00017	-0.00503	-0.00432	0.01163	-0.00406	-0.00827	-0.00154	-0.00231	-0.00589	-0.00153	0.01444	0.04824	0.00805	-0.00104	-0.00946	0.01934	0.00181	0.00488	0.01170	-0.00538	-0.00332	-0.00564	-0.00057	0.00531	-0.00604	0.00449	0.01111	-0.00120	-0.00693	0.00152	(Member $x0 box)
p201839	-0.00163	-0.01929	-0.01048	-0.01140	0.00454	-0.01272	0.01801	-0.00303	0.01535	-0.00840	0.00930	-0.01126	0.00666	0.04955	-0.00264	-0.01998	0.00839	-0.01216	0.00917	-0.00214	-0.01638	-0.01465	-0.01497	-0.01222	-0.00458	-0.00560	-0.01004	0.00420	0.00665	0.01835	0.00183	-0.00993	-0.02753	0.04399	0.00905	-0.00463	0.00005	-0.00386	0.01482	0.00207	-0.01655	0.02048	-0.00315	0.02110	-0.00543	-0.02000	-0.01037	-0.01986	-0.00308	0.04453	-0.00125	0.00075	-0.02196	-0.02062	-0.00660	-0.01500	-0.00542	0.01712	-0.00633	-0.00600	0.02964	0.00389	0.00236	-0.00098	(Member $x0 corner)
p201840	0.01574	-0.01831	0.00664	-0.03975	-0.04099	-0.02077	-0.01059	0.03301	-0.01712	0.03406	0.03086	0.00225	-0.01941	-0.00504	0.00474	0.02762	0.00983	0.12318	-0.04055	-0.01076	-0.02138	-0.06301	0.00393	-0.04083	0.00188	0.00515	-0.05214	0.00830	0.00418	-0.01232	-0.02144	-0.02647	-0.03971	0.01756	0.01566	-0.03905	0.03980	0.03614	0.00941	0.02202	-0.00395	-0.04198	0.00294	0.01622	0.02216	0.01168	-0.02122	0.04244	0.03503	-0.03213	0.02550	0.03840	-0.05770	-0.00499	-0.00246	-0.02909	0.05142	0.05316	-0.03520	0.00896	-0.00484	-0.01983	0.04623	-0.03754	(Member $x0 fire)
p201841	-0.00826	-0.00373	0.00052	-0.01536	0.01445	0.00269	-0.00335	-0.02210	0.00087	-0.01161	0.00239	-0.01304	-0.01082	-0.00120	0.01584	-0.00976	-0.00477	-0.02342	-0.00249	0.00659	-0.00724	-0.00049	-0.00923	-0.00635	-0.00605	-0.00861	0.01382	0.00359	-0.00993	0.00561	0.00062	0.01098	-0.00458	0.01662	-0.01505	0.00656	-0.00638	-0.00777	-0.00327	0.00649	-0.00986	-0.00561	-0.00642	-0.00568	-0.00148	-0.00218	0.01005	-0.00051	-0.00831	0.02647	-0.00698	-0.00314	0.01045	-0.00688	-0.00293	0.00548	0.00026	-0.00668	0.00262	-0.00234	0.05109	-0.00588	-0.00440	0.00560	(Member $x0 fridge)
p201842	-0.00298	0.00155	-0.01364	-0.01423	0.00945	-0.00783	-0.00161	-0.00541	0.00728	-0.00530	-0.00064	-0.00699	0.01803	0.00973	-0.00182	-0.00595	-0.00349	-0.01006	0.00901	-0.00442	-0.00443	0.00013	-0.01058	-0.01326	-0.00482	-0.00204	-0.00233	-0.00170	-0.00119	0.00609	-0.00113	0.00469	0.00121	0.07865	0.00578	0.00461	0.00306	0.00946	0.00003	-0.00645	-0.01397	0.00937	-0.00829	-0.01326	0.00751	-0.01504	-0.00661	0.00109	-0.01317	0.07005	0.00117	0.00635	0.00417	-0.00278	-0.00248	-0.00043	-0.00066	0.00009	-0.00280	-0.00230	0.00453	0.00261	-0.01142	0.00537	(Member $x0 full)
p201843	-0.00676	0.01641	-0.01863	0.00345	-0.02114	-0.03021	0.02418	0.03423	-0.00428	-0.00605	-0.00156	0.02421	0.05204	-0.03463	0.02800	0.00943	0.03493	0.05232	-0.01059	-0.02067	0.01099	0.03746	-0.02035	0.00591	-0.00549	-0.04306	-0.01114	0.03340	-0.00848	0.00118	-0.01259	-0.01685	0.02772	-0.00335	0.02391	-0.02084	0.00850	0.01748	-0.00699	0.00078	-0.01329	0.02252	0.00062	0.04826	0.03801	-0.01821	-0.02744	-0.00901	-0.04299	-0.02073	0.03206	0.02470	-0.03742	0.00683	-0.00885	-0.01809	0.00128	0.00392	-0.04267	-0.01295	-0.04534	0.01452	-0.00796	0.00819	(Member $x0 language)
p201844	0.03034	0.02941	-0.06471	0.00159	0.02006	0.01114	-0.00491	-0.02109	-0.00121	-0.01002	-0.04433	0.05910	-0.02237	-0.03645	-0.01584	0.00830	0.08987	0.02863	-0.01500	-0.00630	0.01182	0.04678	0.01065	0.00771	-0.00115	0.01844	0.03644	-0.00796	-0.03230	-0.00442	0.01169	0.02468	-0.01445	0.01994	-0.05533	0.02405	0.03083	-0.02602	-0.01463	0.00160	-0.03164	0.03462	-0.01827	0.00148	-0.04331	-0.00268	-0.02005	-0.04229	-0.02047	-0.02789	-0.03868	-0.04004	0.02828	-0.00449	-0.00450	0.04598	-0.03013	0.00320	-0.01224	0.01680	0.00357	-0.01676	-0.01156	0.02897	(Member $x0 train)
p201845	-0.01030	0.02103	-0.00254	0.01409	0.00717	0.00618	0.01976	-0.00711	-0.01807	0.00171	0.00644	-0.00187	-0.01061	0.01434	-0.01099	0.02675	-0.00289	-0.00789	-0.00915	0.00893	0.00238	-0.01805	-0.00665	-0.03192	-0.00511	0.00878	-0.01400	-0.02133	-0.00145	-0.00125	-0.02158	-0.00736	-0.00534	-0.00773	0.01063	-0.00559	0.01109	0.00082	0.00079	-0.00319	0.02059	-0.01691	-0.00080	0.01667	0.02335	-0.01596	-0.01745	0.01109	0.01180	-0.00532	-0.01165	-0.00596	-0.01833	0.00649	0.06021	0.00535	0.00792	-0.00331	0.00507	-0.00460	0.02347	0.00057	-0.00118	-0.01428	(Member $x0 way)
p201846	-0.00523	0.03309	-0.01576	-0.03403	0.00433	0.00744	-0.01442	-0.03596	-0.00768	-0.00862	-0.01233	-0.02888	0.09148	0.00690	0.01697	-0.04075	-0.01363	-0.03515	-0.03792	0.01658	0.02227	0.00301	-0.03344	0.05864	-0.00219	-0.02608	0.00359	0.03505	-0.03861	-0.00300	-0.01610	0.00449	-0.04060	-0.02726	-0.02326	0.01002	-0.01461	-0.00581	0.02930	0.01365	-0.00565	-0.03168	-0.00650	-0.01653	-0.00347	0.01375	-0.04604	0.01093	0.02091	-0.00111	-0.00936	0.04294	0.00272	0.00817	-0.03126	0.00653	-0.00984	0.03789	0.05782	-0.00931	0.02993	0.00124	0.01846	-0.01327	(Member $x0 wind)
p201847	0.00247	0.06443	-0.02707	0.04265	0.00496	-0.04835	-0.00282	0.03083	-0.00711	-0.07104	0.07685	-0.02109	0.00777	-0.01855	-0.01182	-0.03256	0.01964	-0.01470	-0.01698	0.00513	-0.03326	-0.03179	-0.02547	0.08939	-0.00651	-0.00597	-0.01130	-0.01311	0.06727	0.01040	0.01061	-0.00620	0.06006	-0.01082	-0.02787	0.03355	-0.02029	0.02643	-0.00398	0.01805	-0.04470	0.08952	0.00842	-0.00380	-0.00250	-0.02699	0.00669	0.07418	-0.03234	0.05962	0.00458	-0.06149	-0.02685	-0.02543	-0.00383	-0.03981	-0.01505	-0.02424	-0.04361	0.04588	0.07454	-0.00630	-0.02514	-0.00194	(Member $x0 world)
p201848	0.01293	-0.03995	-0.01843	0.04463	-0.01831	-0.05453	-0.01258	0.03349	0.10075	0.02128	-0.04106	0.01064	-0.02127	0.00939	-0.00489	0.01246	-0.00428	-0.02511	-0.00565	0.00568	-0.05082	0.01177	-0.00590	-0.00870	-0.00996	0.01332	-0.06964	0.00311	-0.00697	0.00343	-0.00162	0.00145	0.00188	-0.02009	0.06260	-0.04186	-0.04239	-0.03125	0.05780	-0.00106	-0.00308	-0.02299	0.00625	-0.03132	-0.05869	-0.05842	-0.04239	-0.07813	0.00677	0.02179	0.00242	0.02588	0.01161	-0.01748	-0.02309	-0.00192	-0.02567	-0.00587	0.03761	0.02080	0.05906	0.04995	0.00569	-0.01162	(Of $x0 $x1)
p201849	-0.00133	0.00118	-0.10911	-0.07867	-0.01458	-0.00930	-0.03250	-0.09815	-0.01574	0.05406	0.16665	-0.00235	-0.01308	-0.03799	-0.06381	0.16988	-0.02354	0.28055	-0.04158	-0.11449	-0.03669	-0.06508	-0.03436	0.10646	-0.00271	-0.00576	0.00114	-0.00094	-0.09327	-0.03573	-0.05349	0.03182	-0.10550	0.13861	-0.07162	0.03970	-0.01578	0.00241	-0.04749	-0.01931	-0.05985	0.06710	0.00284	0.04685	-0.06664	0.10727	0.05407	0.00007	0.03471	-0.12802	0.00088	-0.06452	0.32392	0.00897	-0.04140	0.12815	0.10542	0.00934	0.10485	-0.07255	-0.03817	-0.06588	0.17307	-0.02658	(Over $e0 $x0)
p201850	0.01467	-0.02044	-0.02501	0.01723	0.00182	-0.00447	-0.02114	-0.01183	-0.00914	-0.01016	-0.03760	-0.01848	-0.02667	-0.00540	-0.00239	0.01233	0.03191	0.02834	-0.01249	-0.02019	-0.00465	0.04261	0.01053	-0.00055	-0.00955	-0.00569	-0.01425	-0.00384	0.03237	0.00515	0.03262	0.00167	0.00086	0.00113	0.00303	-0.00682	-0.02379	0.00772	0.00300	0.00067	-0.03809	0.01209	0.02821	0.00029	-0.05648	-0.01385	-0.01257	-0.01979	-0.01419	0.00379	0.01538	0.00285	-0.02760	0.00485	-0.01000	0.01957	-0.01128	0.00589	0.00797	-0.00147	0.01177	0.01577	0.04901	0.04621	(Still $e0)
p201851	-0.00023	0.00400	0.01543	-0.00487	-0.04630	0.10517	-0.01408	-0.01559	-0.00959	0.01162	-0.03403	0.02766	-0.02992	0.09964	0.01138	0.00663	-0.02730	0.06851	-0.00358	-0.07922	0.08255	-0.00623	-0.06572	0.01838	-0.01128	0.07449	-0.06991	-0.04057	-0.00257	-0.06535	-0.04000	-0.00321	-0.01322	-0.00738	0.07032	-0.03062	-0.03218	-0.02809	-0.01404	0.05841	-0.07956	0.12104	-0.01125	-0.09236	-0.00921	0.00144	0.02339	-0.00057	0.00090	-0.00650	-0.00911	-0.05829	-0.04133	-0.01995	-0.02054	-0.02521	-0.04194	-0.06859	0.05135	-0.04664	-0.07753	0.13759	0.00222	0.00315	(Stimulus $e0 $e1)
p201852	-0.00818	-0.07144	-0.01144	-0.07482	-0.07479	0.05761	0.03660	0.01432	-0.04669	-0.05910	-0.00462	0.07030	-0.03874	-0.03039	0.01466	-0.06029	0.03305	0.03165	0.00602	-0.04284	-0.00213	-0.03067	0.01416	0.01918	-0.01143	-0.00463	-0.01751	-0.04598	0.12191	-0.01293	0.04964	-0.04830	0.02453	-0.05626	-0.00675	-0.00497	-0.09006	-0.03278	0.02462	0.01823	-0.03229	-0.01266	-0.00506	0.01044	-0.06041	0.08184	-0.04209	0.05429	0.00482	0.08085	0.02649	0.04459	-0.04998	-0.03470	-0.02693	0.06283	-0.07557	-0.00133	-0.03124	-0.00316	-0.03357	0.06360	-0.05896	0.01626	(Time $e0 (Year <num>))
p201853	0.05360	0.04441	-0.08847	-0.07860	-0.06012	-0.00903	0.04890	0.00629	-0.02830	0.00135	-0.04841	0.02555	0.00451	0.05728	-0.02990	-0.00344	-0.06080	0.03449	-0.03003	0.00398	0.10487	0.01267	0.00141	0.06202	-0.00595	-0.01740	-0.00185	0.01933	-0.04918	-0.02861	0.01346	0.04517	-0.03211	0.07260	-0.04403	-0.02001	0.04835	-0.03372	-0.01776	0.05642	-0.03501	0.05300	0.02267	-0.08093	-0.01387	0.08128	0.13930	0.07689	-0.09055	-0.06612	0.04114	-0.02801	0.03006	0.03238	-0.02455	-0.00078	0.06041	-0.06015	-0.02206	0.02115	-0.05256	-0.07414	-0.01018	0.09550	(Time $e0 today)
p201854	0.00935	-0.00438	-0.02238	0.14802	-0.13503	0.39384	-0.01282	-0.00466	-0.06219	0.03359	-0.08553	0.15482	0.03903	-0.04243	0.02023	-0.05351	-0.21362	-0.04049	-0.03342	-0.02704	-0.13152	0.04057	-0.05906	-0.07903	-0.00149	-0.00787	-0.09620	0.07679	-0.11719	0.76384	0.02674	-0.21451	0.37168	0.05325	-0.06071	0.00259	-0.01619	-0.06392	0.06970	0.00078	-0.01184	0.07535	0.06298	0.07663	-0.02411	-0.12896	-0.08710	-0.23665	0.00369	-0.07115	0.04436	-0.06752	0.12656	0.04805	0.00446	-0.07516	0.47476	-0.02282	-0.06323	-0.13952	0.09426	0.08594	-0.11918	-0.01225	(TimeAtMost $e0 (Year <num>))
p201855	-0.00594	0.00627	0.01962	-0.00440	-0.01055	-0.00289	0.00248	0.00469	-0.00161	-0.00408	-0.00399	0.01331	-0.01259	-0.00075	-0.00206	-0.00993	-0.00473	0.03380	0.00433	0.03840	-0.00131	-0.01268	-0.00521	-0.00994	0.02543	-0.00183	-0.01247	-0.00112	0.01477	0.00164	0.00410	-0.00510	0.00526	-0.02563	0.00591	-0.00982	0.00603	-0.00112	-0.00073	-0.00596	0.00122	-0.00900	-0.00329	-0.00358	-0.00436	-0.00692	0.01440	-0.00579	-0.01300	0.02293	0.00520	0.00002	-0.00025	-0.00565	-0.00471	-0.02158	0.00987	-0.00299	0.03257	0.00665	-0.00737	-0.00945	-0.00792	0.00360	(Yet $e0)
p201863	0.00757	-0.06900	-0.02859	0.18407	0.00142	0.01514	0.02597	-0.04422	0.00705	0.01515	0.09193	-0.00886	0.04350	-0.00842	-0.00249	-0.04277	0.03122	0.03562	-0.02053	0.00351	0.09848	-0.14414	-0.07720	0.03419	0.00038	-0.00067	0.04649	0.01093	-0.05396	-0.00036	0.09005	0.20169	-0.08542	-0.09214	-0.02805	0.00522	-0.01216	-0.03846	0.06549	0.00960	-0.06163	-0.08350	0.00920	-0.00358	-0.04338	-0.08406	0.04667	-0.00661	-0.05559	0.14471	-0.03165	0.09532	-0.03759	0.00831	-0.00398	0.17125	0.08757	-0.01451	-0.09403	0.01424	-0.01317	-0.03743	-0.01800	0.03676	(And (Agent $e0 $x0) (Member $e0 start) (Ongoing $e1) (Theme $e0 $e1))
